typeID,typeName,volume
84175,Epitoth Eclipse Gloss - Limited,0.1
84177,Scientific Panache Satin - Limited,0.1
84178,Insightful Azure Metallic - Limited,0.1
84179,Citizen Cyan Metallic - Limited,0.1
84212,Pillars of the Republic - Limited,0.1
84217,Paragon Relations,0.01
84218,Paragon Partnership,0.01
84220,Executive Paragon Partnership,0.01
84330,Oracle Deathglow Remnant SKIN,0.01
84331,Legion Deathglow Remnant SKIN,0.01
84332,Coercer Deathglow Remnant SKIN,0.01
84333,Naga Deathglow Remnant SKIN,0.01
84334,Tengu Deathglow Remnant SKIN,0.01
84335,Cormorant Deathglow Remnant SKIN,0.01
84336,Myrmidon Deathglow Remnant SKIN,0.01
84337,Proteus Deathglow Remnant SKIN,0.01
84338,Catalyst Deathglow Remnant SKIN,0.01
84339,Cyclone Deathglow Remnant SKIN,0.01
84340,Loki Deathglow Remnant SKIN,0.01
84341,Thrasher Deathglow Remnant SKIN,0.01
84342,Astero Deathglow Remnant SKIN,0.01
84343,Orca Deathglow Remnant SKIN,0.01
84344,Orthrus Deathglow Remnant SKIN,0.01
84345,Squall Deathglow Remnant SKIN,0.01
84346,Deluge Deathglow Remnant SKIN,0.01
84347,Torrent Deathglow Remnant SKIN,0.01
84348,Avalanche Deathglow Remnant SKIN,0.01
84349,Dramiel Deathglow Remnant SKIN,0.01
84350,Daredevil Deathglow Remnant SKIN,0.01
84351,Cruor Deathglow Remnant SKIN,0.01
84352,Succubus Deathglow Remnant SKIN,0.01
84353,Worm Deathglow Remnant SKIN,0.01
84398,Decayed Large EMP Smartbomb Mutaplasmid,1
84399,Decayed Large Plasma Smartbomb Mutaplasmid,1
84400,Decayed Medium EMP Smartbomb Mutaplasmid,1
84401,Decayed Medium Plasma Smartbomb Mutaplasmid,1
84402,Decayed Medium Graviton Smartbomb Mutaplasmid,1
84403,Decayed Medium Proton Smartbomb Mutaplasmid,1
84404,Decayed Small EMP Smartbomb Mutaplasmid,1
84405,Decayed Small Plasma Smartbomb Mutaplasmid,1
84406,Decayed Small Graviton Smartbomb Mutaplasmid,1
84407,Decayed Small Proton Smartbomb Mutaplasmid,1
84408,Decayed Large Graviton Smartbomb Mutaplasmid,1
84409,Decayed Large Proton Smartbomb Mutaplasmid,1
84410,Gravid Small EMP Smartbomb Mutaplasmid,1
84411,Gravid Small Plasma Smartbomb Mutaplasmid,1
84412,Gravid Small Graviton Smartbomb Mutaplasmid,1
84413,Gravid Small Proton Smartbomb Mutaplasmid,1
84414,Gravid Large Graviton Smartbomb Mutaplasmid,1
84415,Gravid Large Proton Smartbomb Mutaplasmid,1
84416,Gravid Large EMP Smartbomb Mutaplasmid,1
84417,Gravid Large Plasma Smartbomb Mutaplasmid,1
84418,Gravid Medium EMP Smartbomb Mutaplasmid,1
84419,Gravid Medium Plasma Smartbomb Mutaplasmid,1
84420,Gravid Medium Graviton Smartbomb Mutaplasmid,1
84421,Gravid Medium Proton Smartbomb Mutaplasmid,1
84422,Unstable Large EMP Smartbomb Mutaplasmid,1
84423,Unstable Large Plasma Smartbomb Mutaplasmid,1
84424,Unstable Medium EMP Smartbomb Mutaplasmid,1
84425,Unstable Medium Plasma Smartbomb Mutaplasmid,1
84426,Unstable Medium Graviton Smartbomb Mutaplasmid,1
84427,Unstable Medium Proton Smartbomb Mutaplasmid,1
84428,Unstable Small EMP Smartbomb Mutaplasmid,1
84429,Unstable Small Plasma Smartbomb Mutaplasmid,1
84430,Unstable Small Graviton Smartbomb Mutaplasmid,1
84431,Unstable Small Proton Smartbomb Mutaplasmid,1
84432,Unstable Large Graviton Smartbomb Mutaplasmid,1
84433,Unstable Large Proton Smartbomb Mutaplasmid,1
84434,Large Abyssal EMP Smartbomb,50
84435,Large Abyssal Plasma Smartbomb,50
84436,Large Abyssal Graviton Smartbomb,50
84437,Large Abyssal Proton Smartbomb,50
84438,Medium Abyssal EMP Smartbomb,10
84439,Medium Abyssal Plasma Smartbomb,10
84440,Medium Abyssal Graviton Smartbomb,10
84441,Medium Abyssal Proton Smartbomb,10
84442,Small Abyssal EMP Smartbomb,5
84443,Small Abyssal Plasma Smartbomb,5
84444,Small Abyssal Graviton Smartbomb,5
84445,Small Abyssal Proton Smartbomb,5
84474,Azdaja Statuette,0.1
84475,Frozen Ryba,0.1
84482,Expired Tetrimon Base Shortcut Keypass,0.1
84483,Expired Crimson Gauntlet Shortcut Keypass,0.1
84495,'Blasting' Large Graviton Smartbomb,50
84496,'Scalding' Large Plasma Smartbomb,50
84497,'Booming' Medium Graviton Smartbomb,10
84498,'Boiling' Medium Plasma Smartbomb,10
84499,'Roaring' Small Graviton Smartbomb,5
84500,'Seething' Small Plasma Smartbomb,5
84501,'Blasting' Large Graviton Smartbomb Blueprint,0.01
84502,'Scalding' Large Plasma Smartbomb Blueprint,0.01
84503,'Booming' Medium Graviton Smartbomb Blueprint,0.01
84504,'Boiling' Medium Plasma Smartbomb Blueprint,0.01
84505,'Roaring' Small Graviton Smartbomb Blueprint,0.01
84506,'Seething' Small Plasma Smartbomb Blueprint,0.01
84519,Tau Decay Resonance,0.1
84520,Electron Spin Resonance,0.1
84521,Muon Cosmic Resonance,0.1
84673,Providence Mabebu Exchange SKIN,0.01
84674,Ark Mabebu Exchange SKIN,0.01
84675,Bestower Mabebu Exchange SKIN,0.01
84676,Impel Mabebu Exchange SKIN,0.01
84677,Charon Mabebu Exchange SKIN,0.01
84678,Rhea Mabebu Exchange SKIN,0.01
84679,Tayra Mabebu Exchange SKIN,0.01
84680,Bustard Mabebu Exchange SKIN,0.01
84681,Obelisk Mabebu Exchange SKIN,0.01
84682,Anshar Mabebu Exchange SKIN,0.01
84683,Epithal Mabebu Exchange SKIN,0.01
84684,Occator Mabebu Exchange SKIN,0.01
84685,Fenrir Mabebu Exchange SKIN,0.01
84686,Nomad Mabebu Exchange SKIN,0.01
84687,Mammoth Mabebu Exchange SKIN,0.01
84688,Mastodon Mabebu Exchange SKIN,0.01
84689,Squall Mabebu Exchange SKIN,0.01
84690,Torrent Mabebu Exchange SKIN,0.01
84691,Deluge Mabebu Exchange SKIN,0.01
84740,Allecto's Modified Medium Multispectrum Smartbomb,10
84741,Megaera's Modified Medium Energy Nosferatu,5
84742,Tisiphone's Modified Target Painter,5
84743,Strategos' Modified Heavy Stasis Grappler,50
84937,Bhaalgorn Sanguinary Savant SKIN,0.01
84938,Cruor Sanguinary Savant SKIN,0.01
84939,Ashimmu Sanguinary Savant SKIN,0.01
84940,Revelation Sanguinary Savant SKIN,0.01
84941,Deacon Sanguinary Savant SKIN,0.01
84942,Legion Sanguinary Savant SKIN,0.01
84943,Purifier Sanguinary Savant SKIN,0.01
84944,Augoror Navy Issue Sanguinary Savant SKIN,0.01
84959,Makra's Modified Micro Auxiliary Power Core,20
84961,Asine's Modified Assault Damage Control,5
84962,Asine's Modified 5MN Microwarpdrive,10
84963,Ramaku's Modified 5MN Microwarpdrive,10
84964,Sila's Modified 50MN Microwarpdrive,25
84965,Gara's Modified 50MN Microwarpdrive,25
84966,Asine's Modified 1MN Afterburner,5
84967,Ramaku's Modified 1MN Afterburner,5
84968,Gara's Modified 10MN Afterburner,25
84969,Sila's Modified 10MN Afterburner,25
84970,Asine's Modified Small Armor Repairer,5
84971,Makra's Modified Small Armor Repairer,5
84972,Gara's Modified Medium Armor Repairer,10
84973,Ryhad's Modified Medium Armor Repairer,10
84985,Asine's Modified Small Remote Armor Repairer,5
84986,Makra's Modified Small Remote Armor Repairer,5
84987,Gara's Modified Medium Remote Armor Repairer,10
84988,Ryhad's Modified Medium Remote Armor Repairer,10
84989,Makra's Modified Small Energy Nosferatu,5
84991,Makra's Modified Small Energy Neutralizer,5
84992,Ryhad's Modified Medium Energy Neutralizer,5
84993,Ryhad's Modified Medium Energy Nosferatu,5
84994,Panola's Modified Small Remote Shield Booster,5
84995,Ramaku's Modified Small Remote Shield Booster,5
84996,Hanaruwa's Modified Medium Remote Shield Booster,10
84997,Sila's Modified Medium Remote Shield Booster,10
84998,Ramaku's Modified Small Shield Booster,5
84999,Panola's Modified Small Shield Booster,5
85000,Sila's Modified Medium Shield Booster,10
85001,Hanaruwa's Modified Medium Shield Booster,10
85002,Panola's Modified Ladar ECM,5
85003,Panola's Modified Radar ECM,5
85004,Panola's Modified Magnetometric ECM,5
85005,Panola's Modified Gravimetric ECM,5
85006,Dread Guristas Signal Distortion Amplifier,5
85007,Hanaruwa's Modified Signal Distortion Amplifier,5
85008,Asine's Modified Light Neutron Blaster,5
85009,Gara's Modified Heavy Neutron Blaster,10
85010,Ramaku's Modified 200mm AutoCannon,5
85011,Sila's Modified 425mm Autocannon,10
85012,Makra's Modified Small Focused Pulse Laser,5
85013,Usaras' Modified Small Focused Pulse Laser,5
85014,Ryhad's Modified Heavy Pulse Laser,10
85015,Nija's Modified Heavy Pulse Laser,10
85021,Panola's Modified Rocket Launcher,5
85023,Hanaruwa's Modified Heavy Assault Missile Launcher,10
85025,Usaras' Modified 1MN Afterburner,5
85026,Nija's Modified 10MN Afterburner,25
85027,Usaras' Modified Small Capacitor Booster,5
85028,Nija's Modified Medium Capacitor Booster,10
85031,True Sansha 1MN Afterburner,5
85032,True Sansha 10MN Afterburner,5
85033,Usaras' Modified Small Remote Capacitor Transmitter,5
85034,Nija's Modified Medium Remote Capacitor Transmitter,10
85035,Nija's Modified Warp Disruption Field Generator,50
85062,Sidewinder,20000
85084,Small Breacher Pod Launcher,5
85085,Medium Breacher Pod Launcher,10
85086,Cenotaph,216000
85087,Tholos,43000
85088,SCARAB Breacher Pod S,0.1
85089,SCARAB Breacher Pod M,0.5
85118,Sani Ichor Gloss - Limited,0.1
85133,Sani Ichor Matte - Limited,0.1
85134,Savant Carmine Gloss - Limited,0.1
85137,Savant Carmine Gloss - Unlimited,0.1
85139,Charcoal Covenant Satin - Limited,0.1
85140,Charcoal Covenant Satin - Unlimited,0.1
85141,Purified Cerise Satin - Limited,0.1
85143,Sacred Flesh Matte - Limited,0.1
85144,Haunted Citroen Gloss - Limited,0.1
85145,Bleached Bone Matte - Limited,0.1
85146,Ritual Gourd Satin - Limited,0.1
85147,Brutal Splatter Pattern - Limited,0.1
85148,Annointed Dead Pattern - Limited,0.1
85149,Annointed Dead Pattern - Unlimited,0.1
85150,Haema Iron Metallic - Unlimited,0.1
85151,Haema Iron Metallic - Limited,0.1
85152,Phantom Ferros Metallic - Limited,0.1
85153,Steel Violet - Limited,0.1
85154,Savant Carmine Satin - Limited,0.1
85155,Savant Carmine Satin - Unlimited,0.1
85178,Tetrimonic Warclone Blanks,0.1
85179,Overseer Sabik Vial,0.1
85180,Cenotaph Blueprint,0.01
85181,Tholos Blueprint,0.01
85229,Cobra,100000
85230,Mercenary Den,50
85232,Mercenary Den Blueprint,0.01
85233,Mercenary Den Management,0.01
85236,Python,450000
85242,Hypercatabolic Clone Tissue,0.1
85279,Totality Day Accelerator,1
85290,Burnt Sacrament Gloss - Limited,0.1
85305,Scars of Sarikusa - Limited,0.1
85306,Shadow Sabik Satin - Limited,0.1
85307,Blooded Steel Metallic - Limited,0.1
85308,Illuminating Faith Matte - Limited,0.1
85310,Yoiul Festival Apparel Crate,
85311,Yoiul Festival Trinket Crate,
85316,Atavum,0.1
85390,Armor Mutaplasmid Residue,0.01
85391,Astronautic Mutaplasmid Residue,0.01
85392,Damage Control Mutaplasmid Residue,0.01
85393,Stasis Webifier Mutaplasmid Residue,0.01
85394,Warp Disruption Mutaplasmid Residue,0.01
85395,Weapon Upgrade Mutaplasmid Residue,0.01
85396,Drone Mutaplasmid Residue,0.01
85397,Small Mutaplasmid Residue,0.01
85398,Medium Mutaplasmid Residue,0.01
85399,Large Mutaplasmid Residue,0.01
85400,X-Large Mutaplasmid Residue,0.01
85401,Engineering Mutaplasmid Residue,0.01
85402,Shield Mutaplasmid Residue,0.01
85403,Managerial Black Matte - Limited,0.1
85404,Council Meeting Beige Matte - Limited,0.1
85405,Consensus Drift - Limited,0.1
85406,Stellar Indigo Chrome Metallic - Limited,0.1
85418,Tholos Corporation Emblem,
85419,Tholos Alliance Emblem,
85435,Cenotaph Corporation Emblem,
85437,Cenotaph Alliance Emblem,
85438,Glorified Decayed Small Armor Plate Mutaplasmid,1
85439,Glorified Unstable Small Armor Plate Mutaplasmid,1
85440,Glorified Gravid Small Armor Plate Mutaplasmid,1
85441,Glorified Decayed Small Armor Repairer Mutaplasmid,1
85442,Glorified Unstable Small Armor Repairer Mutaplasmid,1
85443,Glorified Gravid Small Armor Repairer Mutaplasmid,1
85445,Glorified Unstable Small Ancillary Armor Repairer Mutaplasmid,1
85446,Glorified Unstable Medium Armor Plate Mutaplasmid,1
85447,Glorified Gravid Medium Armor Plate Mutaplasmid,1
85448,Glorified Decayed Medium Armor Plate Mutaplasmid,1
85449,Glorified Decayed Medium Armor Repairer Mutaplasmid,1
85450,Glorified Gravid Medium Armor Repairer Mutaplasmid,1
85451,Glorified Unstable Medium Ancillary Armor Repairer Mutaplasmid,1
85452,Glorified Unstable Medium Armor Repairer Mutaplasmid,1
85453,Glorified Decayed Large Armor Plate Mutaplasmid,1
85454,Glorified Unstable Large Armor Plate Mutaplasmid,1
85455,Glorified Decayed Large Armor Repairer Mutaplasmid,1
85456,Glorified Gravid Large Armor Plate Mutaplasmid,1
85457,Glorified Unstable Large Armor Repairer Mutaplasmid,1
85458,Glorified Gravid Large Armor Repairer Mutaplasmid,1
85459,Glorified Unstable Large Ancillary Armor Repairer Mutaplasmid,1
85460,Glorified Decayed Capital Armor Repairer Mutaplasmid,1
85461,Glorified Unstable Capital Armor Repairer Mutaplasmid,1
85462,Glorified Gravid Capital Armor Repairer Mutaplasmid,1
85463,Glorified Unstable Capital Ancillary Armor Repairer Mutaplasmid,1
85464,Glorified Decayed 1MN Afterburner Mutaplasmid,1
85465,Glorified Unstable 1MN Afterburner Mutaplasmid,1
85466,Glorified Gravid 1MN Afterburner Mutaplasmid,1
85467,Glorified Gravid 5MN Microwarpdrive Mutaplasmid,1
85468,Glorified Decayed 5MN Microwarpdrive Mutaplasmid,1
85469,Glorified Unstable 5MN Microwarpdrive Mutaplasmid,1
85470,Glorified Decayed 10MN Afterburner Mutaplasmid,1
85471,Glorified Unstable 10MN Afterburner Mutaplasmid,1
85472,Glorified Gravid 10MN Afterburner Mutaplasmid,1
85473,Glorified Unstable 50MN Microwarpdrive Mutaplasmid,1
85474,Glorified Decayed 50MN Microwarpdrive Mutaplasmid,1
85475,Glorified Gravid 50MN Microwarpdrive Mutaplasmid,1
85476,Glorified Gravid 100MN Afterburner Mutaplasmid,1
85477,Glorified Decayed 100MN Afterburner Mutaplasmid,1
85478,Glorified Unstable 100MN Afterburner Mutaplasmid,1
85479,Glorified Decayed 500MN Microwarpdrive Mutaplasmid,1
85480,Glorified Gravid 500MN Microwarpdrive Mutaplasmid,1
85481,Glorified Unstable 500MN Microwarpdrive Mutaplasmid,1
85482,Glorified Decayed 10000MN Afterburner Mutaplasmid,1
85483,Glorified Unstable 10000MN Afterburner Mutaplasmid,1
85484,Glorified Gravid 10000MN Afterburner Mutaplasmid,1
85485,Glorified Gravid 50000MN Microwarpdrive Mutaplasmid,1
85486,Glorified Decayed 50000MN Microwarpdrive Mutaplasmid,1
85487,Glorified Unstable 50000MN Microwarpdrive Mutaplasmid,1
85488,Glorified Decayed Damage Control Mutaplasmid,1
85489,Glorified Unstable Damage Control Mutaplasmid,1
85490,Glorified Decayed Assault Damage Control Mutaplasmid,1
85491,Glorified Gravid Damage Control Mutaplasmid,1
85492,Glorified Gravid Assault Damage Control Mutaplasmid,1
85493,Glorified Unstable Assault Damage Control Mutaplasmid,1
85494,Glorified Decayed Small Cap Battery Mutaplasmid,1
85495,Glorified Unstable Small Cap Battery Mutaplasmid,1
85496,Glorified Gravid Small Cap Battery Mutaplasmid,1
85497,Glorified Decayed Small Energy Neutralizer Mutaplasmid,1
85498,Glorified Gravid Small Energy Neutralizer Mutaplasmid,1
85499,Glorified Unstable Small Energy Neutralizer Mutaplasmid,1
85500,Glorified Decayed Small Energy Nosferatu Mutaplasmid,1
85501,Glorified Gravid Small Energy Nosferatu Mutaplasmid,1
85502,Glorified Unstable Small Energy Nosferatu Mutaplasmid,1
85504,Glorified Decayed Medium Cap Battery Mutaplasmid,1
85506,Glorified Gravid Medium Cap Battery Mutaplasmid,1
85507,Glorified Unstable Medium Cap Battery Mutaplasmid,1
85508,Glorified Decayed Medium Energy Neutralizer Mutaplasmid,1
85509,Glorified Gravid Medium Energy Neutralizer Mutaplasmid,1
85510,Glorified Unstable Medium Energy Neutralizer Mutaplasmid,1
85511,Glorified Decayed Medium Energy Nosferatu Mutaplasmid,1
85512,Glorified Unstable Medium Energy Nosferatu Mutaplasmid,1
85513,Glorified Gravid Medium Energy Nosferatu Mutaplasmid,1
85514,Glorified Gravid Large Cap Battery Mutaplasmid,1
85515,Glorified Decayed Large Cap Battery Mutaplasmid,1
85516,Glorified Unstable Large Cap Battery Mutaplasmid,1
85517,Glorified Decayed Heavy Energy Neutralizer Mutaplasmid,1
85518,Glorified Gravid Heavy Energy Neutralizer Mutaplasmid,1
85519,Glorified Gravid Heavy Energy Nosferatu Mutaplasmid,1
85520,Glorified Decayed Heavy Energy Nosferatu Mutaplasmid,1
85521,Glorified Unstable Heavy Energy Neutralizer Mutaplasmid,1
85522,Glorified Unstable Heavy Energy Nosferatu Mutaplasmid,1
85523,Glorified Unstable Capital Energy Neutralizer Mutaplasmid,1
85524,Glorified Gravid Capital Energy Neutralizer Mutaplasmid,1
85525,Glorified Decayed Capital Energy Neutralizer Mutaplasmid,1
85526,Glorified Decayed Capital Energy Nosferatu Mutaplasmid,1
85527,Glorified Gravid Capital Energy Nosferatu Mutaplasmid,1
85528,Glorified Unstable Capital Energy Nosferatu Mutaplasmid,1
85529,Glorified Decayed Small Shield Booster Mutaplasmid,1
85530,Glorified Decayed Small Shield Extender Mutaplasmid,1
85531,Glorified Unstable Small Shield Booster Mutaplasmid,1
85532,Glorified Gravid Small Shield Extender Mutaplasmid,1
85533,Glorified Gravid Small Shield Booster Mutaplasmid,1
85534,Glorified Unstable Small Shield Extender Mutaplasmid,1
85535,Glorified Decayed Medium Shield Booster Mutaplasmid,1
85536,Glorified Gravid Medium Shield Booster Mutaplasmid,1
85537,Glorified Unstable Medium Shield Booster Mutaplasmid,1
85538,Glorified Gravid Medium Shield Extender Mutaplasmid,1
85539,Glorified Unstable Medium Shield Extender Mutaplasmid,1
85540,Glorified Decayed Medium Shield Extender Mutaplasmid,1
85541,Glorified Unstable Medium Ancillary Shield Booster Mutaplasmid,1
85542,Glorified Decayed Large Shield Booster Mutaplasmid,1
85543,Glorified Gravid Large Shield Booster Mutaplasmid,1
85544,Glorified Gravid Large Shield Extender Mutaplasmid,1
85545,Glorified Unstable Large Shield Booster Mutaplasmid,1
85546,Glorified Decayed Large Shield Extender Mutaplasmid,1
85547,Glorified Unstable Large Shield Extender Mutaplasmid,1
85548,Glorified Unstable Large Ancillary Shield Booster Mutaplasmid,1
85549,Glorified Unstable X-Large Shield Booster Mutaplasmid,1
85550,Glorified Decayed X-Large Shield Booster Mutaplasmid,1
85551,Glorified Gravid X-Large Shield Booster Mutaplasmid,1
85552,Glorified Unstable X-Large Ancillary Shield Booster Mutaplasmid,1
85553,Glorified Decayed Capital Shield Booster Mutaplasmid,1
85554,Glorified Unstable Capital Ancillary Shield Booster Mutaplasmid,1
85555,Glorified Gravid Capital Shield Booster Mutaplasmid,1
85556,Glorified Unstable Capital Shield Booster Mutaplasmid,1
85557,Glorified Decayed Stasis Webifier Mutaplasmid,1
85558,Glorified Unstable Stasis Webifier Mutaplasmid,1
85559,Glorified Gravid Stasis Webifier Mutaplasmid,1
85640,Glorified Decayed Warp Disruptor Mutaplasmid,1
85641,Glorified Unstable Warp Disruptor Mutaplasmid,1
85642,Glorified Gravid Warp Disruptor Mutaplasmid,1
85643,Glorified Decayed Warp Scrambler Mutaplasmid,1
85644,Glorified Gravid Warp Scrambler Mutaplasmid,1
85645,Glorified Unstable Warp Scrambler Mutaplasmid,1
85646,Glorified Decayed Heavy Warp Scrambler Mutaplasmid,1
85647,Glorified Gravid Heavy Warp Scrambler Mutaplasmid,1
85648,Glorified Unstable Heavy Warp Scrambler Mutaplasmid,1
85649,Glorified Decayed Heavy Warp Disruptor Mutaplasmid,1
85650,Glorified Gravid Heavy Warp Disruptor Mutaplasmid,1
85651,Glorified Unstable Heavy Warp Disruptor Mutaplasmid,1
85652,Glorified Decayed Ballistic Control System Mutaplasmid,1
85653,Glorified Gravid Ballistic Control System Mutaplasmid,1
85654,Glorified Unstable Ballistic Control System Mutaplasmid,1
85655,Glorified Decayed Entropic Radiation Sink Mutaplasmid,1
85656,Glorified Unstable Entropic Radiation Sink Mutaplasmid,1
85657,Glorified Gravid Entropic Radiation Sink Mutaplasmid,1
85660,Glorified Decayed Gyrostabilizer Mutaplasmid,1
85661,Glorified Gravid Gyrostabilizer Mutaplasmid,1
85662,Glorified Unstable Gyrostabilizer Mutaplasmid,1
85663,Glorified Decayed Heat Sink Mutaplasmid,1
85664,Glorified Unstable Heat Sink Mutaplasmid,1
85665,Glorified Gravid Heat Sink Mutaplasmid,1
85666,Glorified Decayed Magnetic Field Stabilizer Mutaplasmid,1
85667,Glorified Gravid Magnetic Field Stabilizer Mutaplasmid,1
85668,Glorified Unstable Magnetic Field Stabilizer Mutaplasmid,1
85669,Glorified Decayed Siege Module Mutaplasmid,1
85670,Glorified Gravid Siege Module Mutaplasmid,1
85671,Glorified Unstable Siege Module Mutaplasmid,1
85672,Glorified Decayed Vorton Tuning System Mutaplasmid,1
85673,Glorified Unstable Vorton Tuning System Mutaplasmid,1
85674,Glorified Gravid Vorton Tuning System Mutaplasmid,1
85675,Glorified Exigent Light Drone Durability Mutaplasmid,1
85676,Glorified Exigent Light Drone Navigation Mutaplasmid,1
85677,Glorified Exigent Light Drone Projection Mutaplasmid,1
85678,Glorified Exigent Light Drone Firepower Mutaplasmid,1
85679,Glorified Exigent Medium Drone Durability Mutaplasmid,1
85680,Glorified Exigent Medium Drone Navigation Mutaplasmid,1
85681,Glorified Exigent Medium Drone Firepower Mutaplasmid,1
85682,Glorified Exigent Medium Drone Projection Mutaplasmid,1
85685,Glorified Exigent Heavy Drone Durability Mutaplasmid,1
85686,Glorified Exigent Heavy Drone Navigation Mutaplasmid,1
85687,Glorified Exigent Heavy Drone Projection Mutaplasmid,1
85688,Glorified Exigent Heavy Drone Firepower Mutaplasmid,1
85690,Glorified Exigent Sentry Drone Durability Mutaplasmid,1
85691,Glorified Exigent Sentry Drone Firepower Mutaplasmid,1
85692,Glorified Exigent Sentry Drone Precision Mutaplasmid,1
85693,Glorified Exigent Sentry Drone Projection Mutaplasmid,1
85696,Glorified Radical Drone Damage Amplifier Mutaplasmid,1
85698,Glorified Radical Fighter Support Unit Mutaplasmid,1
85712,YC110.05.29 - Arceho. Student Yosef Okada Journal entry,0.1
85713,YC110.06.09 - Asst. Archeo. Yosef Okada Journal entry,0.1
85714,YC110.08.20 - Asst. Archeo. Yosef Okada Journal entry,0.1
85715,YC110.11.30 - Asst. Archeo. Yosef Okada Journal entry,0.1
85716,YC110.12.04 - Asst. Archeo. Yosef Okada Journal entry,0.1
85717,YC110.12.10 - Asst. Archeo. Yosef Okada Journal entry,0.1
85718,YC113.01.15 - Dr. Yosef Okada Journal entry,0.1
85719,YC113.04.15 - Dr. Yosef Okada Journal entry,0.1
85720,YC113.05.01 - Dr. Yosef Okada Journal entry,0.1
85721,YC113.05.24 - Dr. Yosef Okada Journal entry,0.1
85722,YC113.11.09 - Dr. Yosef Okada Journal entry,0.1
85723,YC114.01.19 - Dr. Yosef Okada Journal entry,0.1
85724,YC115.08.19 - Yosef Okada Journal entry,0.1
85725,YC117.02.06 - Yosef Okada Journal entry,0.1
85726,YC117.02.20 - Yosef Okada Journal entry,0.1
85727,YC117.10.15 - Yosef Okada Journal entry,0.1
85728,YC117.10.30 - Yosef Okada Journal entry,0.1
85729,YC117.11.01 - Yosef Okada Journal entry,0.1
85730,YC117.11.06 - dictated record,0.1
85731,YC117.11.08 - dictated record,0.1
85734,Tholos Empyrean Outlaws SKIN,0.01
85735,Cenotaph Empyrean Outlaws SKIN,0.01
85736,Enforcer Empyrean Outlaws SKIN,0.01
85737,Monitor Empyrean Outlaws SKIN,0.01
85738,Drake Navy Issue Empyrean Outlaws SKIN,0.01
85739,Scorpion Navy Issue Empyrean Outlaws SKIN,0.01
85740,Harpy Empyrean Outlaws SKIN,0.01
85741,Nighthawk Empyrean Outlaws SKIN,0.01
85742,Widow Empyrean Outlaws SKIN,0.01
85746,Infomorph Decryption Key,0.1
85747,Satori-Horigu Combat Scanner Probe,1
85748,Neural Lace 'Bluefire' Net Ablation 960-10,1
85749,Neural Lace 'Bluefire' Net Ablation 960-10 Blueprint,0.01
85750,Deathless Circle Relic Analyzer,5
85751,Deathless Circle Relic Analyzer Blueprint,0.01
85752,Glorified Ruby Gloss - Limited,0.1
85753,Murky Pravda Satin - Limited,0.1
85754,Azure Istina Gloss - Limited,0.1
85755,Bujan Blue Steel Metallic - Limited,0.1
85756,Kyber Conjunction - Limited,0.1
85757,Eradicator Datacore,0.01
85758,Observatory Spectrography,0.01
85759,Authority Datacore,0.01
85772,Winterâ€™s Pale Matte - Limited,0.1
85773,Darkest Amethyst Matte - Limited,0.1
85774,Vibrant Truth Matte - Limited,0.1
85775,Crystal Glaze Satin - Limited,0.1
85776,Incursive Ink Satin - Limited,0.1
85777,Vibrant Truth Satin - Limited,0.1
85778,Winterâ€™s Pale Gloss - Limited,0.1
85779,Crystal Glaze Gloss - Limited,0.1
85780,Thick Blue Frost Gloss - Limited,0.1
85781,True Krystallos Gloss - Limited,0.1
85782,Steel Bauble Metallic - Limited,0.1
85783,Antique Copper Foil Metallic - Limited,0.1
85784,Electroplated Wish Metallic - Limited,0.1
85785,Solstice Nexus - Limited,0.1
85786,Cross Drift - Limited,0.1
85787,Deathless Research Consignment,1
85843,Blue Ice Gloss - Limited,0.1
85844,Clear Gelidus Satin - Limited,0.1
85845,Winter Bloom Matte - Limited,0.1
85846,Festive Iron Metallic - Limited,0.1
85847,Jagged Crystal - Limited,0.1
85849,Deathless Research Honorarium,0.001
85851,Glorified Decayed Small Armor Plate Mutaplasmid Blueprint,0.1
85852,Glorified Gravid Small Armor Plate Mutaplasmid Blueprint,0.1
85853,Glorified Unstable Small Armor Plate Mutaplasmid Blueprint,0.1
85854,Glorified Unstable Medium Ancillary Armor Repairer Mutaplasmid Blueprint,0.1
85855,Glorified Gravid Large Armor Repairer Mutaplasmid Blueprint,0.1
85856,Glorified Unstable Large Armor Repairer Mutaplasmid Blueprint,0.1
85857,Glorified Unstable Large Ancillary Armor Repairer Mutaplasmid Blueprint,0.1
85858,Glorified Decayed Capital Armor Repairer Mutaplasmid Blueprint,0.1
85859,Glorified Gravid Capital Armor Repairer Mutaplasmid Blueprint,0.1
85860,Glorified Unstable Capital Armor Repairer Mutaplasmid Blueprint,0.1
85861,Glorified Unstable Capital Ancillary Armor Repairer Mutaplasmid Blueprint,0.1
85862,Glorified Decayed Small Armor Repairer Mutaplasmid Blueprint,0.1
85863,Glorified Gravid Small Armor Repairer Mutaplasmid Blueprint,0.1
85864,Glorified Unstable Small Armor Repairer Mutaplasmid Blueprint,0.1
85865,Glorified Unstable Small Ancillary Armor Repairer Mutaplasmid Blueprint,0.1
85866,Glorified Decayed Medium Armor Plate Mutaplasmid Blueprint,0.1
85867,Glorified Gravid Medium Armor Plate Mutaplasmid Blueprint,0.1
85868,Glorified Unstable Medium Armor Plate Mutaplasmid Blueprint,0.1
85869,Glorified Decayed Medium Armor Repairer Mutaplasmid Blueprint,0.1
